"x" "y"
1.6330094425939 1.7269408568167
0.758754768176004 1.14706142527777
4.3644944857806 4.07981669345209
4.73989233141765 3.32328976367418
4.0259100496769 2.72432209274786
4.99291100306436 5.28542020763087
0.151227220194414 1.26895648272529
1.2116733356379 2.75260827577703
0.0674624415114522 -1.33200948355998
1.62898361100815 2.6702881328837
2.55921983043663 3.46542696285704
0.636851098388433 -1.23572468704181
2.05288970842957 1.32474485632754
0.610176920890808 0.723562469470008
4.02945506735705 5.35084868424317
0.0481944449711591 -0.865022983403389
4.48173291282728 5.73608644014514
2.28358246968128 0.787928204742207
2.85706527763978 0.88271218404409
3.69280143990181 5.58261242721017
1.40036969445646 0.501666057316168
1.97791953571141 1.64406318728378
2.41334736230783 1.73694469197879
1.67873774655163 2.25082322714673
3.378261316102 4.19785421883347
4.76444435538724 4.15101299263279
4.89946788991801 5.17863081239878
2.51470414223149 1.96933659295681
2.2071356989909 3.52028556426533
0.242165934760123 1.7105983026742
4.21327440068126 2.76099915236729
2.09165733889677 1.73498115419395
1.89637497183867 2.27917759944158
3.2274565869011 3.15245659578826
3.82023838115856 4.91296333167074
0.449957331875339 -0.69160246073534
0.536772029008716 0.525554801046315
1.94817912764847 3.72252712172838
3.80858782096766 4.98340780006369
2.87253354210407 3.89542211180253
4.50321675627492 5.23338372566557
4.75358300609514 4.15773975376948
1.68816229677759 1.67073839915045
2.41289825644344 1.20575521239625
3.39704537414946 2.47642127270165
3.19815113092773 3.22505365308166
2.38081101328135 3.27615578229084
4.45133789209649 5.40992354143166
3.07781537412666 5.13318696791312
0.168977186549455 -0.616319394357
1.18817819515243 1.49503494253784
1.6863839875441 2.09493528555864
4.79700598400086 5.29918337461327
3.46521876868792 4.5978079841903
0.599892942700535 0.255692816823742
4.43723957403563 6.13578107903351
4.21768949716352 4.9848263311244
1.26328378217295 1.46397410352022
3.91718677477911 4.38413162048101
4.42093640216626 4.92446883902576
0.399491258431226 -0.184795181685922
0.194856250891462 1.36123714427443
1.68772769276984 0.123105239200371
1.0348475817591 -0.0304198130186073
2.02285317820497 0.340483345869303
3.81794749642722 4.3052882714266
3.82974267122336 4.19320599284901
4.70662595820613 4.87048474036891
3.58362377621233 1.74354721692585
2.13949821074493 1.30628781531919
3.58557327417657 4.9674166986352
3.09334203600883 2.31628331707285
1.31241828203201 1.59770690004543
0.114153733011335 0.199205034861477
4.55939193838276 4.35266779960303
2.59755327948369 3.70944892580366
3.15450334688649 3.80350535360764
1.88868090743199 1.65371840969591
3.82147019496188 2.58342701020035
4.36407837201841 3.46133484560632
4.84559548436664 5.1420651569888
0.498991826316342 0.978829534128863
1.66624941746704 0.0139047977673146
1.63168059894815 1.81268710877444
4.3647906917613 5.03200372481893
2.34311899286695 3.2361418272431
2.4575773102697 0.964339288536394
1.60750887007453 0.197093912493533
3.42609953251667 3.07380440475057
1.18420595885254 2.19905024672414
0.515251249307767 1.06386194437207
2.81832770444453 4.48838457419591
2.50533657730557 1.46601854743025
2.95827082591131 2.04634830786543
2.23622752120718 0.531556566426697
4.20816131634638 2.89661249790272
1.82849419070408 1.26163287375637
2.53730441210791 2.88935239309845
4.69978892360814 4.48753419339285
2.30328215518966 1.83134739776725
18.5152773559093 2.82680633094032
15.3167537623085 3.76142166481948
15.6630751281045 3.9247409629536
15.2505257993471 4.83976204377158
18.6875554674771 2.79502876119179
